HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.paragraph_id,Input.content,Answer.ParaphraseQuestionBox,Approve,Reject
3UUIU9GZC55BD4SRCB60PWZC0H55TU,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:33 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:33 PDT 2016,,,3OS46CRSLFZPWKUOCSLL64XF33U6VH,A36HM2UTA342IH,Submitted,Mon Mar 07 10:13:28 PST 2016,Mon Mar 07 10:13:58 PST 2016,Tue Mar 08 10:13:58 PST 2016,,,,30,0% (0/0),0% (0/0),0% (0/0),Jiro_Dreams_of_Sushi-Critical_reception,"<font color=""blue"">Question</font>: Which film critic likened the film to an experience of tunnel vision?<br/><font color=""blue"">Sentence(s)</font>: It has a score of 77 on Metacritic based on 26 reviews.Roger Ebert called it a ""portrait of tunnel vision"" and concluded:""While watching it, I found myself drawn into the mystery of this man.",Which film critic compared the film tunnel visioning?,,
3LVTFB9DE5IW1LPJC3VWOOFE6JKQGJ,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:33 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:33 PDT 2016,,,37Z929RLG98F6QOWEAO96R5MO7BST9,A2XI9YL5UOO2YC,Submitted,Mon Mar 07 10:18:18 PST 2016,Mon Mar 07 10:18:35 PST 2016,Tue Mar 08 10:18:35 PST 2016,,,,17,100% (259/259),100% (259/259),100% (259/259),National_Air_and_Space_Museum-Controversies,"<font color=""blue"">Question</font>: What day was Harwit forced to resign?<br/><font color=""blue"">Sentence(s)</font>: Harwit was forced to resign on May 2.",When did Harwit resign?,,
30UZJB2POHC6ENUXXW097JVE6IS35B,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:33 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:33 PDT 2016,,,32RIADZISS4VP596Z9N1YJTU88T4SO,A3FQ6I8KOIIP7P,Submitted,Mon Mar 07 10:07:04 PST 2016,Mon Mar 07 10:07:40 PST 2016,Tue Mar 08 10:07:40 PST 2016,,,,36,0% (0/0),0% (0/0),0% (0/0),Moonrise_Kingdom-Plot,"<font color=""blue"">Question</font>: What was Suzy Bishop's house called in ""Moonrise Kingdom""?<br/><font color=""blue"">Sentence(s)</font>: Suzy Bishop, also 12, lives on the island with her parents, Walt and Lauraboth attorneysand her three younger brothers in a house called Summer's End.","How old is Suzy Bishop from ""Moonrise Kingdom"" and where and with whom does she live?",,
388FBO7JZRTBKFXRQHPLRURD64NYN2,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:33 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:33 PDT 2016,,,3C6FJU71TQTR2PFUDL68T9FPO6CUYE,AYQJO08F8EAB9,Submitted,Mon Mar 07 09:59:08 PST 2016,Mon Mar 07 09:59:33 PST 2016,Tue Mar 08 09:59:33 PST 2016,,,,25,0% (0/0),0% (0/0),0% (0/0),Victoria_Peak-Abstract,"<font color=""blue"">Question</font>: What is Victoria Peak known locally as?<br/><font color=""blue"">Sentence(s)</font>: It is also known as Mount Austin, and locally as The Peak.",What do the locals call Victoria Peak?,,
3INZSNUD80QNX2Y6TBJ2W8MSJR19D7,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:33 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:33 PDT 2016,,,3OCHAWUVGOKOZOK8EBG448ZIK9MKX3,A2XI9YL5UOO2YC,Submitted,Mon Mar 07 10:16:13 PST 2016,Mon Mar 07 10:16:37 PST 2016,Tue Mar 08 10:16:37 PST 2016,,,,24,100% (259/259),100% (259/259),100% (259/259),Moonrise_Kingdom-Critical_response,"<font color=""blue"">Question</font>: What was written about moonrise kingdom in the atlantic?<br/><font color=""blue"">Sentence(s)</font>: Christopher Orr of ""The Atlantic"" wrote that ""Moonrise Kingdom"" ""captures the texture of childhood summers, the sense of having a limited amount of time in which to do unlimited things"" and is ""Anderson's best live-action feature"" because ""it takes as its primary subject matter odd, precocious children, rather than the damaged and dissatisfied adults they will one day become.",What did the Atlantic write about Moonrise Kingdom?,,
3RBI0I35XE34GB4H8Y56IGT71NX3YS,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:33 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:33 PDT 2016,,,34YB12FSQYO83QPLADTGVZRR6OMMGJ,A36HM2UTA342IH,Submitted,Mon Mar 07 10:19:49 PST 2016,Mon Mar 07 10:20:04 PST 2016,Tue Mar 08 10:20:04 PST 2016,,,,15,0% (0/0),0% (0/0),0% (0/0),Disney_California_Adventure-Buena_Vista_Street,"<font color=""blue"">Question</font>: What is Buena Vista Street?<br/><font color=""blue"">Sentence(s)</font>: Buena Vista Street is the first ""themed district"" inside the main entrance of California Adventure Park, taking its name from the Burbank street on which the Walt Disney Studios are located.",What's Buena Vista Street?,,
3N3WJQXELSQVVU1ZLJ2B5YMJMUSL26,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:33 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:33 PDT 2016,,,32Z9ZLUT1LKA3P587ZQB83SXGOBHOP,A4T1X0PO5N1G9,Submitted,Mon Mar 07 09:57:57 PST 2016,Mon Mar 07 09:58:15 PST 2016,Tue Mar 08 09:58:15 PST 2016,,,,18,100% (407/407),100% (407/407),100% (381/381),The_Cabin_in_the_Woods-Abstract,"<font color=""blue"">Question</font>: Who produced Cabin in the Woods?<br/><font color=""blue"">Sentence(s)</font>: The Cabin in the Woods is a 2012 American satirical horror film directed by Drew Goddard in his directorial debut, produced by Joss Whedon, and written by Whedon and Goddard.",Who was the producer of Cabin in the Woods?,,
3MDKGGG61QN7W8S5HUG5H2DCWCGT6Y,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:33 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:33 PDT 2016,,,3RXPCZQMQPBB713WHRAIB73O8DP1GO,AK0DGGS89D436,Submitted,Mon Mar 07 10:06:20 PST 2016,Mon Mar 07 10:07:10 PST 2016,Tue Mar 08 10:07:10 PST 2016,,,,50,0% (0/0),0% (0/0),0% (0/0),Disney_California_Adventure-Live_entertainment,"<font color=""blue"">Question</font>: What characters were removed from the parade?<br/><font color=""blue"">Sentence(s)</font>: The parade originally had an additional section featuring characters from ""Ratatouille"" but was removed.",Which characters were removed from the parade?,,
3L1EFR8WWT5KVMC2KHESK8PDV4H9FI,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:34 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:34 PDT 2016,,,3VP0C6EFSGW66X0FY0KUJ8E2CAHM6F,A3FQ6I8KOIIP7P,Submitted,Mon Mar 07 10:04:31 PST 2016,Mon Mar 07 10:05:34 PST 2016,Tue Mar 08 10:05:34 PST 2016,,,,63,0% (0/0),0% (0/0),0% (0/0),The_Cabin_in_the_Woods-Box_office,"<font color=""blue"">Question</font>: How much money did The Cabin in the Woods earn worldwide?<br/><font color=""blue"">Sentence(s)</font>: ""The Cabin in the Woods"" earned $42,073,277 in North America, along with $23,829,690 in other territories, for a worldwide total of $65,902,967.","How much did The Cabin in the Woods earn in North America, other territories and worldwide?",,
336OE47KI2KK3FB0D7TOGE0AHZPVWH,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:33 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:33 PDT 2016,,,3HVVDCPGTESC2C05DGGYODTN5S5TYM,AZE084MMZVEYT,Submitted,Mon Mar 07 09:52:46 PST 2016,Mon Mar 07 09:52:52 PST 2016,Tue Mar 08 09:52:52 PST 2016,,,,6,0% (0/0),0% (0/0),0% (0/0),Sydney_Opera_House-Stage_I:_Podium,"<font color=""blue"">Question</font>: When was work on the podium completed?<br/><font color=""blue"">Sentence(s)</font>: Work on the podium was finally completed in February 1963.",When was the podium finished?,,
30P8I9JKOILQQWWGH66FQENXX2L5VA,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:34 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:34 PDT 2016,,,3SEPORI8WNZ7S6B132R07FCXNXPAZA,A4T1X0PO5N1G9,Submitted,Mon Mar 07 09:59:02 PST 2016,Mon Mar 07 09:59:25 PST 2016,Tue Mar 08 09:59:25 PST 2016,,,,23,100% (407/407),100% (407/407),100% (381/381),Wake_in_Fright-Plot,"<font color=""blue"">Question</font>: What was Grant hoping to win enough money to pay off?<br/><font color=""blue"">Sentence(s)</font>: The bond has forced him to accept a post to the tiny school at Tiboonda, a remote township in the arid Australian Outback.",What did grant want to pay off with his winnings?,,
3T6SSHJUZFAXGE7VPJQQ0Y18UMVII0,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:34 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:34 PDT 2016,,,3HFNH7HEMHEZO5ND260XC8BWGPHQG8,A2TJL8RPX552CB,Submitted,Mon Mar 07 10:12:16 PST 2016,Mon Mar 07 10:12:51 PST 2016,Tue Mar 08 10:12:51 PST 2016,,,,35,100% (13/13),100% (13/13),100% (12/12),Wake_in_Fright-Response,"<font color=""blue"">Question</font>: When did the film premiere?<br/><font color=""blue"">Sentence(s)</font>: The world premiere of ""Wake in Fright"" (as ""Outback"") occurred at the 1971 Cannes Film Festival, held in May.","In what year did ""Wake in Fright"" premier?",,
39WICJI5ATS4L1EM4K7PWN297H13ZJ,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:33 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:33 PDT 2016,,,34X6J5FLPTY9F7DEACL09L3C8H0JQ7,A3OKWRLKLYVH4F,Submitted,Mon Mar 07 10:20:15 PST 2016,Mon Mar 07 10:20:45 PST 2016,Tue Mar 08 10:20:45 PST 2016,,,,30,0% (0/0),0% (0/0),0% (0/0),Sydney_Opera_House-Significant_changes_to_Utzon's_design,"<font color=""blue"">Question</font>: What is the one example of good original acoustics design?<br/><font color=""blue"">Sentence(s)</font>: Utzon employed the acoustic consultant Lothar Cremer, and his designs for the major halls were later modelled and found to be very good.",Give and example of quality original acoustics design?,,
389A2A304OIVWG4FTJ5YJR3HVNU0CL,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:33 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:33 PDT 2016,,,3TPZPLC3M0CDUHAA7EEOT9WD7OS3PO,A2XI9YL5UOO2YC,Submitted,Mon Mar 07 10:17:42 PST 2016,Mon Mar 07 10:18:02 PST 2016,Tue Mar 08 10:18:02 PST 2016,,,,20,100% (259/259),100% (259/259),100% (259/259),Great_Smoky_Mountains_National_Park-History,"<font color=""blue"">Question</font>: Why were farms and timbering operations abolished?<br/><font color=""blue"">Sentence(s)</font>: Farms and timbering operations were abolished to establish the protected areas of the park.",What happened to the farms and timbering operations?,,
35F6NGNVM8JQ086A04LXNGD8RN0T7X,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:34 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:34 PDT 2016,,,3TE22NPXPBCCNK7V98RJ0GDOUSR44I,A4T1X0PO5N1G9,Submitted,Mon Mar 07 10:13:15 PST 2016,Mon Mar 07 10:13:37 PST 2016,Tue Mar 08 10:13:37 PST 2016,,,,22,100% (407/407),100% (407/407),100% (381/381),How_to_Survive_a_Plague-Accolades,"<font color=""blue"">Question</font>: What awards did ""How to Survive a Plague"" receive?<br/><font color=""blue"">Sentence(s)</font>: ""How to Survive a Plague"" received awards for best documentary of 2012 from the Gotham Independent Film Awards and from the Boston Society of Film Critics.","What did ""How to Survive a Plague"" win?",,
3P6ENY9P79WXKJWBJ1850M0TU9GIH7,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:33 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:33 PDT 2016,,,36DSNE9QZ5Y6UV0YVZTWKG8CTGGJOX,A1NILGZHZ29XXJ,Submitted,Mon Mar 07 10:06:49 PST 2016,Mon Mar 07 10:07:18 PST 2016,Tue Mar 08 10:07:18 PST 2016,,,,29,0% (0/0),0% (0/0),0% (0/0),Great_Smoky_Mountains_National_Park-Geology,"<font color=""blue"">Question</font>: Which are the oldest rocks in the Great Smoky Mountains?<br/><font color=""blue"">Sentence(s)</font>: One of the most visited attractions in the mountains is Cades Cove which is a window or an area where older rocks made out of sandstone surround the valley floor of younger rocks made out of limestone.The oldest rocks in the Smokies are the Precambrian gneiss and schists which were formed over a billion years ago from the accumulation of marine sediments and igneous rock.",What rocks located in the Great Smoky Mountains are the oldest?,,
335VBRURDJ0SP8C6P6UM2Q4DJ329E0,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:34 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:34 PDT 2016,,,33CKWXB73JKE3MDTZ8PF4KZI6O611O,AYQJO08F8EAB9,Submitted,Mon Mar 07 10:02:23 PST 2016,Mon Mar 07 10:02:42 PST 2016,Tue Mar 08 10:02:42 PST 2016,,,,19,0% (0/0),0% (0/0),0% (0/0),This_Is_Not_a_Film-Abstract,"<font color=""blue"">Question</font>: When was This Is Not A Film released?<br/><font color=""blue"">Sentence(s)</font>: It was released on 28 September 2011 in France, distributed by Kanibal Films Distribution.",What was the release date for This is Not a Film?,,
3SD15I2WD2U2XRUB2FAEZP9E2D336R,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:33 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:33 PDT 2016,,,3WMINLGALB3UKD0RBO7SWHBCEF2CAC,A362DCLFE4LWPM,Submitted,Mon Mar 07 09:55:58 PST 2016,Mon Mar 07 09:56:08 PST 2016,Tue Mar 08 09:56:08 PST 2016,,,,10,100% (8/8),100% (8/8),100% (8/8),Lady_with_an_Ermine-Conservation,"<font color=""blue"">Question</font>: What was its previous color?<br/><font color=""blue"">Sentence(s)</font>: Its previous colour was a bluish grey.",What color was it before?,,
35F6NGNVM8JQ086A04LXNGD8RN07TB,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:33 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:33 PDT 2016,,,3DHE4R9OCWBIWMLS0VAWGQDT0J42G7,A1RDMWOI0NA84W,Submitted,Mon Mar 07 10:06:42 PST 2016,Mon Mar 07 10:07:25 PST 2016,Tue Mar 08 10:07:25 PST 2016,,,,43,0% (0/0),0% (0/0),0% (0/0),"Sunflowers_(Van_Gogh_series)-The_""Repetitions"",_January_1889","<font color=""blue"">Question</font>: What was added to the Amsterdam version?<br/><font color=""blue"">Sentence(s)</font>: In the Amsterdam version a strip of wood was added at the top—probably by Van Gogh himself.",What addition was made to the version in Amsterdam?,,
3BFNCI9LYKQL1R8GLPF6539AXON37Q,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:33 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:33 PDT 2016,,,32SCWG5HIH4CR0XSQGCM0C8XHFRP6D,AK0DGGS89D436,Submitted,Mon Mar 07 09:55:00 PST 2016,Mon Mar 07 09:55:56 PST 2016,Tue Mar 08 09:55:56 PST 2016,,,,56,0% (0/0),0% (0/0),0% (0/0),Sunflowers_(Van_Gogh_series)-Provenances,"<font color=""blue"">Question</font>: When was the Vincent van Gogh Foundation established?<br/><font color=""blue"">Sentence(s)</font>: Both are in the possession of the Vincent van Gogh Foundation, established 1962 by Vincent Willem van Gogh, the artist's nephew, and on permanent loan to the Van Gogh Museum, Amsterdam.Five other versions are recorded in the Van Gogh estate papers:",When did the Vincent van Gogh Foundation established?,,
306996CF6WKCT0XRB2D3MCG9IU11BJ,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:34 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:34 PDT 2016,,,34S9DKFK73PE7ZVLGKUMFENVGAKNYG,A2XI9YL5UOO2YC,Submitted,Mon Mar 07 10:13:15 PST 2016,Mon Mar 07 10:13:33 PST 2016,Tue Mar 08 10:13:33 PST 2016,,,,18,100% (259/259),100% (259/259),100% (259/259),Silver_Linings_Playbook-Casting,"<font color=""blue"">Question</font>: What character was initially meant to be a goth?<br/><font color=""blue"">Sentence(s)</font>: Tiffany went through several iterations.</br>She was initially meant to be a goth.",Which character was originally supposed to be a goth?,,
356ZPKYPUHHBN0946W2DVJW86JOYPY,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:35 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:35 PDT 2016,,,36WLNQG78ZAE0LPXDTDJHGVLH91EB3,A2OXND01LT6KRE,Submitted,Mon Mar 07 10:05:32 PST 2016,Mon Mar 07 10:05:46 PST 2016,Tue Mar 08 10:05:46 PST 2016,,,,14,0% (0/0),0% (0/0),0% (0/0),Silver_Linings_Playbook-Release,"<font color=""blue"">Question</font>: What year did the film premier?<br/><font color=""blue"">Sentence(s)</font>: The film premiered at the 2012 Toronto International Film Festival on September 8, 2012, where it won the People's Choice Award.",When was the film first released?,,
3NFWQRSHVEEZAWZAYNK2CPB0ZHBGFF,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:34 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:34 PDT 2016,,,3D8YOU6S9EKPJ55O72BGAIVWPWKU6F,A1RDMWOI0NA84W,Submitted,Mon Mar 07 10:06:09 PST 2016,Mon Mar 07 10:06:42 PST 2016,Tue Mar 08 10:06:42 PST 2016,,,,33,0% (0/0),0% (0/0),0% (0/0),Portrait_of_Dr._Gachet-Background,"<font color=""blue"">Question</font>: What was Van Gogh's brother's name?<br/><font color=""blue"">Sentence(s)</font>: In 1890, Van Gogh's brother Theo was searching for a home for the artist upon his release from an asylum at Saint-Rémy.",The brother of Van Gogh was named what?,,
3D0LPO3EABZT20X3RWPY6JRIWESYOH,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:34 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:34 PDT 2016,,,3X4JMASXCM9F9VA35ME4WRTHN8RB0E,A4T1X0PO5N1G9,Submitted,Mon Mar 07 09:59:14 PST 2016,Mon Mar 07 09:59:37 PST 2016,Tue Mar 08 09:59:37 PST 2016,,,,23,100% (407/407),100% (407/407),100% (381/381),The_Kid_with_a_Bike-Abstract,"<font color=""blue"">Question</font>: Who wrote The Kid with a Bike?<br/><font color=""blue"">Sentence(s)</font>: The Kid with a Bike () is a 2011 drama film written and directed by the Belgian brothers Jean-Pierre and Luc Dardenne, starring Thomas Doret and Cécile de France.",Who is the writer of The Kid with a Bike?,,
3N5YJ55YXG3AOXZOABB5O8963DKAN4,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:35 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:35 PDT 2016,,,36PW28KO4ZW9HBK57FDNM5BFZRIEAA,A36HM2UTA342IH,Submitted,Mon Mar 07 10:18:28 PST 2016,Mon Mar 07 10:18:40 PST 2016,Tue Mar 08 10:18:40 PST 2016,,,,12,0% (0/0),0% (0/0),0% (0/0),The_Kid_with_a_Bike-Reception,"<font color=""blue"">Question</font>: Was the film received positively?<br/><font color=""blue"">Sentence(s)</font>: The film received near universal acclaim.",Was the film received well?,,
3R6RZGK0XFCOSK60S8BC1BLQS7PVYG,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:34 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:34 PDT 2016,,,39OWYR0EPKR2J7I4IWB979EMEJYFY1,A3K6BSW10S4YKJ,Submitted,Mon Mar 07 10:13:02 PST 2016,Mon Mar 07 10:14:06 PST 2016,Tue Mar 08 10:14:06 PST 2016,,,,64,100% (1/1),100% (1/1),100% (1/1),Portrait_of_Dr._Gachet-Etching,"<font color=""blue"">Question</font>: Who introduced Van Gogh to etching?<br/><font color=""blue"">Sentence(s)</font>: Van Gogh, introduced to etching by Gachet, made the etching ""Portrait of Doctor Gachet"" in 1890.",Who take Van Gogh to etching?,,
3D1UCPY6GG9P15DZVU7CJ35588T38D,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:34 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:34 PDT 2016,,,3Z4XG4ZF48R44NI75MJ1E3QRP9Q8X6,A19XS2I3H4JOJ8,Submitted,Mon Mar 07 09:53:15 PST 2016,Mon Mar 07 09:53:30 PST 2016,Tue Mar 08 09:53:30 PST 2016,,,,15,100% (6/6),100% (6/6),100% (6/6),Sien_(Van_Gogh_series)-Reaction_to_his_relationship_with_Sien,"<font color=""blue"">Question</font>: What was Hulsker's opinion?<br/><font color=""blue"">Sentence(s)</font>: Hulsker called this a simple tragedy for van Gogh.",What was Husker's opinion of Van Gogh?,,
371DNNCG442U0MBTA9D31G93276T8K,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:35 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:35 PDT 2016,,,39K0FND3AHF7TZCIOD16ZDGO8T6MA4,A3JZS32RQUWGJM,Submitted,Mon Mar 07 09:53:48 PST 2016,Mon Mar 07 09:54:24 PST 2016,Tue Mar 08 09:54:24 PST 2016,,,,36,0% (0/0),0% (0/0),0% (0/0),The_Invisible_War-Synopsis,"<font color=""blue"">Question</font>: ""The Invisible War"" culminates with what institute's culture of sexual harassment and sexual assault?<br/><font color=""blue"">Sentence(s)</font>: These stories culminate with an examination of the previously unreported culture of sexual harassment and sexual assault at the prestigious Marine Barracks Washington.The survivors and advocates featured in the film call for changes to the way the military handles sexual assault, such as shifting prosecution away from unit commanders, who often are either friends with assailants or are assailants themselves.","What institute's culture of sexual harassment and sexual assault culminated with ""The Invisible War""?",,
3P520RYKCH6QDH7GCGWAUSLEJVC5UL,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:34 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:34 PDT 2016,,,35GCEFQ6I5O78LCGUNCQK7YRHNX3Z7,A4T1X0PO5N1G9,Submitted,Mon Mar 07 10:02:06 PST 2016,Mon Mar 07 10:02:30 PST 2016,Tue Mar 08 10:02:30 PST 2016,,,,24,100% (407/407),100% (407/407),100% (381/381),Sien_(Van_Gogh_series)-Public_soup_kitchen,"<font color=""blue"">Question</font>: What is chiaroscuro?<br/><font color=""blue"">Sentence(s)</font>: In this way he was able to introduce more ""chiaroscuro"" (light and dark) in his drawing, which he executed with the natural ('mountain') chalk that Theo had sent him and whose properties he lauds in his letters.","What is the definition of ""chiaroscuro""?",,
3BAWBGQGYLZ5D0AZ5ZLCOY1TO8G7VR,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:35 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:35 PDT 2016,,,3IAEQB9FMEK1WI98CPYVYCQLRYHDWO,A1945USNZHTROX,Submitted,Mon Mar 07 09:52:06 PST 2016,Mon Mar 07 09:52:34 PST 2016,Tue Mar 08 09:52:34 PST 2016,,,,28,0% (0/0),0% (0/0),0% (0/0),The_Invisible_War-Military_personnel,"<font color=""blue"">Question</font>: Who were the brigadier generals?<br/><font color=""blue"">Sentence(s)</font>:  Brigadier General Wilma L. Vaught, US Air Force (Retired)</br> Brigadier General Loree Sutton, M.D., US Army (Retired)",What are the names of the brigadier generals?,,
