paragraph_id,candidates,content
Glad_You_Came-Chart_performance,4,"Category: Music<br/>Title: Glad You Came<br/>Section: Chart performance<br/><br/>1. <br/>2. ""Glad You Came"" debuted at number one in Ireland, making it the band's first number-one single in the country.<br/>3. The song was at number one for five weeks.<br/>4. <strike>In the United Kingdom, the song debuted at number one with first-week sales of over 117,000 copies, becoming the band's second number-one single in the UK.</strike><br/>5. As of May 2012, it is their biggest-selling single to date with 540,126 copies sold in the UK.In Australia the song was certified Gold for shipping 35,000 copies.<br/>6. In the United States, the song became their first to chart on the ""Billboard"" Hot 100, peaking at number three for four non-consecutive weeks after it was covered on the television series ""Glee"", and becoming the highest American chart entry by a British boy band, surpassing Take That who peaked at number seven with ""Back for Good"" in November 1995.<br/>7. As of May 2013, the song has sold 3,600,000 copies in the United States.<br/>8. The song was the best-selling song by a boy band in digital history before One Direction's ""What Makes You Beautiful"" overtook its sales in July 2012.<br/>"
Glad_You_Came-In_popular_culture_/_Cover_versions,7,"Category: Music<br/>Title: Glad You Came<br/>Section: In popular culture / Cover versions<br/><br/>1. •&nbsp;&nbsp;&nbsp;&nbsp; The song was being used to welcome the Singapore Armed Forces Parachute Team (better known as the Red Lions) during the National Day Parade, 2012 in Singapore.<br/>2. It was also covered on the TV show ""Glee"" by The Warblers, led by Grant Gustin, playing the character Sebastian Smythe.<br/>3. It was covered on Kidz Bop 22.<br/>4. •&nbsp;&nbsp;&nbsp;&nbsp; The song was covered by the eleventh season top 10 on the 2012 summer tour as the finale song.<br/>5. The song was also sung by the top 10 on twelfth season on the finale, May 16, 2013, where Candice Glover was crowned the ""American Idol"" winner.<br/>6. •&nbsp;&nbsp;&nbsp;&nbsp; ""Glad You Came"" was covered by Masha, on her YouTube channel on March 8, 2012.<br/>7. •&nbsp;&nbsp;&nbsp;&nbsp;<strike> American metalcore band We Came as Romans released a cover of this song for the compilation album Punk Goes Pop 5.</strike><br/>8. •&nbsp;&nbsp;&nbsp;&nbsp; Megan Nicole has done a cover of the song on her YouTube channel.<br/>"
Stronger_(What_Doesn't_Kill_You)-Usage_in_media,8,"Category: Music<br/>Title: Stronger (What Doesn't Kill You)<br/>Section: Usage in media<br/><br/>1. Cultural impact.Usage in media.<br/>2. ""Stronger"" was also used in various forms of media.<br/>3. It was used in a 2011 Toyota Camry advertisement which stars Clarkson singing the song with her co-stars Chris Berman, Andrew Zimmern, and James Lipton.<br/>4. Amber Riley, Naya Rivera, and Heather Morris performed the song on the season three episode of ""Glee"" titled ""On My Way"", which aired on February 21, 2012.<br/>5. Raymund Flandez of ""The Wall Street Journal"" described the trio's performance as ""fine, fierce and fabulous.""<br/>6. Their version of ""Stronger"" debuted on the Hot 100 at number 66 on the week ending March 3, 2012 as ""What Doesn't Kill You (Stronger)"".<br/>7. The song was featured in ""Suburgatory"" and was used in advertisements promoting the second season of the USA Network series ""Fairly Legal"".<br/>8. <strike>It was also featured in a playable piece in the Harmonix video game ""Rock Band Blitz"", ""Rock Band 3"" and ""Dance Central 3"".</strike><br/>9. On May 6, 2012, a video of some of the patients and hospital staff of Seattle Children's hematology oncology unit dancing to the song were uploaded in YouTube to represent their fight against cancer.<br/>10. The video became a viral hit and has been featured by ""Time"" and CBS News.<br/>11. On February 26, 2012, Chemmy Alcott and Sean Rice skated to the song on Dancing on Ice.Maria Menounos and Derek Hough danced to the song in the fourteenth season of Dancing with the Stars.[117.<br/>12. The instrumental version has been used as background music to the promotion and the opening theme to the 2013 MDA Show of Strength telethon.<br/>"
Stronger_(What_Doesn't_Kill_You)-Cover_versions,2,"Category: Music<br/>Title: Stronger (What Doesn't Kill You)<br/>Section: Cover versions<br/><br/>1. <br/>2. <strike>""Stronger"" has also been performed by contestants of various televised competition programs.</strike><br/>3. On February 21, 2012, It was covered on Glee by Amber Riley and Naya Rivera for the Regionals episode titled ""On My Way"".<br/>4. On March 22, 2012, it was first performed by Diandra Flores on the sixth season of the Finnish television series ""Idols"".<br/>5. On April 11, 2012, it was covered by Hollie Cavanagh, Joshua Ledet and Jessica Sanchez in the eleventh season of ""American Idol"".<br/>6. On May 12, 2012, it was performed by Joelle Moses after will.i.am's recommendation on the first series of ""The Voice UK"".Clarkson also performed the song with Jordan Meredith on the television series ""Duets"", where she is also a mentor.<br/>7. On March 16, 2012, the song was performed by various participants during the season finale of the fifth season of the Danish television series ""X Factor"".<br/>8. On November 8, 2012, the song was performed by Team Adam and Team Blake on the third season of ""The Voice"".<br/>9. On November 28, 2012, the girl-group Fifth Harmony performed the song on the second season of ""The X Factor"".<br/>10. On October 28, 2013, Tessanne Chin covered the song on Season 5 of NBC's singing competition, ""The Voice"" for her performance in the Knockout round vs. Ashley DuBose (who performed ""Hey, Soul Sister"" by Train).<br/>"
We_Found_Love-Recognition_and_awards,1,"Category: Music<br/>Title: We Found Love<br/>Section: Recognition and awards<br/><br/>1. <strike>MTV chose ""We Found Love"" as the third best song of 2011, and ""Video of the Year"" at the MTV Video Music Awards 2012.</strike><br/>2. The writers of the website further commented, ""The leadoff single from ""Talk That Talk"" is where Rihanna fully embraced EDM.<br/>3. Produced by Calvin Harris, 'We Found Love' is a swirling party track about love and loss, the rare song that manages to be sad and joyous all at once.<br/>4. And it is a pinnacle of the pop/dance crossover, a throwback to '90s raves that could make even the most stoic lover of pop want to break out a glow stick and just dance.<br/>5. Rob Sheffield of ""Rolling Stone"" put ""We Found Love"" at number eleven on his list of Top 25 Songs of 2011 commenting, ""While her other hits tried to camouflage her spindly voice, here it just strains for that spindly melody.""<br/>6. It was named the third biggest love song of all time by ""Billboard"".<br/>"
We_Found_Love-Cover_versions,14,"Category: Music<br/>Title: We Found Love<br/>Section: Cover versions<br/><br/>1. British pop rock band McFly covered ""We Found Love"" on their ""Keep Calm And Play Lounder"" tour 2012.<br/>2. Kele Okereke sang a verse of the song as the intro to his band Bloc Party's song ""Flux"" on their June 2012 U.K. tour.British alternative rock band Coldplay covered the song on October 27, 2011, during a performance at BBC Radio 1's Live Lounge.<br/>3. Jocelyn Vena of MTV News called the performance ""flawless"", writing ""Lead singer Chris Martin's haunting vocals and the band's acoustic rendition, using drums, piano and guitar, play up the sadness of the track.""<br/>4. Jason Lipshutz of ""Billboard"" magazine also noted that the band used ""piano flourishes, a kick drum and a simple guitar lick to convey the song's romantic declaration"", while making a ballad which was ""reminiscent of Bruno Mars emotional reworking of Katy Perry's 'California Gurls.<br/>5. Matthew Perpetua of ""Rolling Stone"" wrote: ""It may surprise that their rendition is actually pretty good.<br/>6. Whereas Rihanna's version is a thumping rave anthem, Chris Martin and company transform it into a lovely piano ballad nearly indistinguishable from many of their own songs.""<br/>7. A writer for ""The Hollywood Reporter"" said: ""Martin's vocals blend with the piano for a slightly softer take on the tragic love story.""<br/>8. On February 17, 2012, British singer Jessie J made a cover of the song on BBC Radio1's Live Lounge.Lea Michele and Naya Rivera covered the song in the climax of the third season's tenth episode of ""Glee"", ""Yes/No"".<br/>9. Romanian X Factor contestant Diana Hetea performed ""We Found Love"" in the ""Public's Choice Gala"" on December 10, 2011.<br/>10. Even though ill of laryngitis, Hetea's performance was praised all three judges that called it "" Perfect match for her!""<br/>11. both visually and vocally.<br/>12. Kris Allen also covered the song mashing it with other songs by Katy Perry and other female artists.<br/>13. Carmen Smith also performed ""We Found Love"" for her battle round in the Australian Version of the Voice which saw her through to next round.In October 2012, British singer Ed Sheeran did an acoustic cover of the song for Sirius XM Radio.<br/>14. <strike>Lindsey Stirling covered it in a music video filmed in a Kenyan village.</strike><br/>"
Starships_(song)-Abstract,13,"Category: Music<br/>Title: Starships (song)<br/>Section: Abstract<br/><br/>1. Starships (song)""Starships"" is a song by Trinidadian-American singer-songwriter and rapper Nicki Minaj, taken from her second studio album """".<br/>2. It was released on February 14, 2012 by Young Money, Cash Money, Universal Republic as the lead single from the album.<br/>3. The song was written by Minaj, Nadir Khayat, Carl Falk, Rami Yacoub and Wayne Hector, and was produced by RedOne, Yacoub, and Falk.<br/>4. ""Starships"" received generally favorable reviews from music critics, who complimented its production, though found it generic and criticized Minaj's transition towards pop music.<br/>5. The song is Minaj's most successful single to date, peaking inside the top five in over fifteen countries.<br/>6. It remains her most certified single to date, and has become one of the best-selling singles of all time.<br/>7. The song also made US ""Billboard"" history, debuting in the US top ten and then spending a total of 21 consecutive weeks in the top ten.Minaj has performed the song live in a number of appearances, and was the encore performance on the .<br/>8. The corresponding music video was shot Oahu Island, Hawaii.<br/>9. Directed by Anthony Mandler, the song features Nicki on a beach in a bikini, and near the end of the video, it shows her and a ""party-esque"" dancing to the song and performing.<br/>10. The music video was critically acclaimed from music critics, many praising the kaleidoscope effects in the video and the fun, carefree style.<br/>11. However, some critics noticed its postponed release, because the video for her single ""Beez in the Trap"" was released before ""Starships"" was.<br/>12. With all the success, the song has also sparked controversy surrounding a pulled live performance.<br/>13. <strike>The song was included in the 2012 videogame ""Dance Central 3"" and is included in the best-selling videogame ""Just Dance 2014"".</strike><br/>14. It is also one of the select few songs available on ""Just Dance 2014""'s demo version.<br/>15. In September 2013 electronic artist Clive Tanaka filed suit against Nicki Minaj and the writers of the song, claiming it infringed on his own composition and recording, ""Neu Chicago"".<br/>"
Starships_(song)-Reception_and_contest,4,"Category: Music<br/>Title: Starships (song)<br/>Section: Reception and contest<br/><br/>1. MTV's John Mitchell criticized the video's postponed release, finding it strange that the video for the album's third single, ""Beez in the Trap"", was released before that of ""Starships"".<br/>2. On May 28, 2012, a ""Starships"" video campaign was announced on Minaj's official website.<br/>3. It asked fans to record a video of themselves performing ""Starships"" by singing, dancing or with a musical instrument.<br/>4. <strike>Minaj will then select 5 winners.</strike><br/>5. The contest winners won tickets and passes to meet Minaj on her Pink Friday Tour.<br/>6. The song won the MTV Video Music Award for Best Female Video in September 2012.<br/>"
What_Makes_You_Beautiful-Background_and_release,2,"Category: Music<br/>Title: What Makes You Beautiful<br/>Section: Background and release<br/><br/>1. After being formed and finishing third in the seventh series of ""The X Factor"" in 2010, One Direction were signed to Syco Music, a subsidiary of Sony Music Entertainment.<br/>2. <strike>""What Makes You Beautiful"" was written by Rami Yacoub, Carl Falk and Savan Kotecha, and was produced by Yacoub and Falk.</strike><br/>3. Instrumentation was completed by Falk and Yacoub.<br/>4. Serban Ghenea handled the audio mixing, Tom Coyne the audio mastering, and John Hanes the mix engineering, for which Phil Seaford served as the assistant.<br/>5. After recording the song at Cosmos Studios and Kinglet Studios in Stockholm, Sweden, the band felt relieved to have a song that they were happy to release as their debut single.<br/>6. Band member Liam Payne called the song ""perfect"", and Harry Styles said, ""When we were recording in the studio we knew instantly that we wanted this track to be our first single.""<br/>7. Styles spoke to MTV News, ""I think for us we wanted to release something that wasn't cheesy but it was fun.<br/>8. It kind of represented us, I think it took us a while to find it but I think we found the right song.""<br/>9. Payne added, ""We always wanted single to be something that people didn't expect and then when we heard it, it wasn't what we expected either so it kind of fitted perfectly.""<br/>10. ""What Makes You Beautiful"" premiered on BBC Radio 1 on 10 August 2011, and was released by Syco Music in Europe, Australia and New Zealand via digital download on 11 September 2011.<br/>11. A CD single was released in the United Kingdom on 12 September 2011, and followed in Australia and Germany on 25 November 2011 and 2 December 2011, respectively.For the North American release of ""Up All Night"" on 13 March 2012, Columbia Records executives used social media to shape its marketing campaign.<br/>12. Columbia Records co-chairman Steve Barnett and his team decided to reverse the usual pattern of releasing a single on radio.<br/>13. Instead the label mounted a four-month marketing campaign aimed at building a fan base through social media before a single was ever released or played on the radio.<br/>14. The social media campaign asked fans to sign petitions and to enter video competitions to win a concert in their town.<br/>15. The campaign was a success as One Direction's Facebook followers in the United States rose from 40,000 to 400,000.<br/>16. As a result, ""What Makes You Beautiful"" sold more than 131,000 copies in its first week, even though it had yet to be played on the radio.<br/>17. Radio programmers were flooded with calls from fans.<br/>18. Johnny Wright, who managed New Kids on the Block, Backstreet Boys and 'N Sync, said: ""Now they are calling the radio station, and the radio station is scratching its head, saying, ""We don't even have that record yet"".<br/>19. It's almost like the return of The Beatles.<br/>20. I call it hype, but it's positive hype because it's all real.<br/>21. It's not manufactured.<br/>22. No one paid these kids.""<br/>23. The single was released in Canada via digital download on 31 January 2012.<br/>24. ""What Makes You Beautiful"" was released 14 February 2012 in the United States and was sent by Columbia Records to US contemporary hit radio (CHR) playlists on 28 February 2012.<br/>"
What_Makes_You_Beautiful-Live_performances,16,"Category: Music<br/>Title: What Makes You Beautiful<br/>Section: Live performances<br/><br/>1. One Direction performed ""What Makes You Beautiful"" for the first time on ""Red or Black?""<br/>2. on 10 September 2011.<br/>3. The performance started with hosts Ant & Dec announcing that the band was supposedly running late for their appearance, and cut to a video of One Direction boarding a London Tube carriage full of fans, as the studio version of the song began playing.<br/>4. Each fan on the tube was given a numbered ticket.<br/>5. The band and fans disembarked the tube and made their way to the television studio, where the remainder of the song was sung live.<br/>6. After the song, Styles caught a numbered ticket raining onstage.<br/>7. The number corresponded to a ticket held by a fan from the tube; the colour of the fan's shirt was the correct answer for the ""Red or Black?""<br/>8. challenge.<br/>9. The band performed ""What Makes You Beautiful"" after its B-side, ""Na Na Na"", at the BBC Radio 1 Teen Awards on 9 October 2011.<br/>10. The band also performed the song to open telethon ""Children in Need 2011"" on 19 November 2011.<br/>11. After ""Gotta Be You"" and ""One Thing"", One Direction performed ""What Makes You Beautiful"" at Capital FM's ""Jingle Bell Ball"" on 4 December 2011, at The O2 Arena.<br/>12. They performed a medley of ""She Makes Me Wanna"" and ""What Makes You Beautiful"" with JLS on the ""The X Factor"" eighth series final on 10 December 2011.<br/>13. The group performed ""One Thing"" and ""What Makes You Beautiful"" on ""Dancing on Ice"" on 5 February 2012.In Italy, the band performed the song at the 2012 Sanremo Music Festival on 14 February 2012.<br/>14. In France, they performed ""What Makes You Beautiful"" and ""One Thing"" on ""Le Grand Journal"" on 22 February 2012.<br/>15. In the United States, One Direction performed the song along with ""More than This"" and ""One Thing"" for the first time on ""The Today Show"" at the Rockefeller Center on 12 March 2012.<br/>16. <strike>An estimated 15,000 fans descended on the plaza.</strike><br/>17. Melissa Lonner, senior entertainment producer for ""The Today Show"", said: ""One Direction is relatively unknown with no hits yet.<br/>18. They basically exploded, and all the adults are saying, 'Who are these people, and how do they know about it?'"".<br/>19. They also performed the song at the 2012 Kids' Choice Awards on 31 March 2012.<br/>20. One Direction performed ""What Makes You Beautiful"" and ""One Thing"" on the NBC comedy television show ""Saturday Night Live"" on 7 April 2012, and also appeared in a comedy sketch with Sofía Vergara.<br/>21. In Australia, they performed ""One Thing"" and ""What Makes You Beautiful"" at the 54th Logie Awards, where they also presented an award for ""Most Popular New Female Talent"" on 15 April 2012.<br/>22. On 12 August 2012, One Direction performed ""What Makes You Beautiful"" at the 2012 Summer Olympics closing ceremony in London, which represented the handover to Rio de Janeiro as the host of the 2016 Summer Olympics.<br/>23. It was included on the set list of the group's headlining sold-out show at Madison Square Garden on 3 December 2012.<br/>24. One Direction performed the song on two of their major concert tours: Up All Night Tour (2011–12) and Take Me Home Tour (2013).<br/>"
Set_Fire_to_the_Rain-Background_and_release,2,"Category: Music<br/>Title: Set Fire to the Rain<br/>Section: Background and release<br/><br/>1. <br/>2. <strike>""Set Fire to the Rain"" was written by Adele and Fraser T Smith while the production was handled by Smith.</strike><br/>3. On 28 October, during an interview with ""Billboard"", Columbia Records revealed that ""Rumour Has It"" would be released as the third single from the album and serviced to pop and adult contemporary radio.<br/>4. However, the release of the song was scrapped and ""Set Fire to the Rain"" was released as the third US-single on 21 November 2011.<br/>5. A spokesperson for Columbia, Pete Cosenza stated: ""Our research found more programmer preference for 'Set Fire to the Rain'.<br/>6. [...] Both 'Rumour' and 'Fire' came back strong, but 'Fire' was a bit stronger.<br/>7. [...] It's a better plan to go with 'Fire' over 'Rumour' at pop and adult radio.<br/>8. [...] Everyone, from radio to the buying public, seems to be on board.""<br/>"
Set_Fire_to_the_Rain-Live_performances_and_usage_in_media,1,"Category: Music<br/>Title: Set Fire to the Rain<br/>Section: Live performances and usage in media<br/><br/>1. <strike>Adele performed the song live for the first time on 29 April on ""The Graham Norton Show"".</strike><br/>2. She also performed the track on 3 May at Jools Holland along with the selections ""Rolling in the Deep"", ""Don't You Remember"" and ""Take It All"".<br/>3. Adele also added the song to the set list of her second worldwide tour.<br/>4. FX used ""Set Fire to the Rain"" to promote the final season of ""Rescue Me"" and the show's series finale.<br/>5. The song was also featured in promotional ads for the TV series ""Ringer"" and ""Revenge,"" which brought it airplay in the United States without her label having to release it to radio stations.<br/>6. It was also used as an ""insert theme"" on the 2012 Fuji TV series ""Iki mo dekinai natsu.""<br/>"
Sexy_and_I_Know_It-Track_listing,2,"Category: Music<br/>Title: Sexy and I Know It<br/>Section: Track listing<br/><br/>1. •&nbsp;&nbsp;&nbsp;&nbsp;;CD single<br/>2. •&nbsp;&nbsp;&nbsp;&nbsp;<strike>""Sexy and I Know It"" (album version) – 3:19</strike><br/>3. •&nbsp;&nbsp;&nbsp;&nbsp;""Sexy and I Know It"" (Mord Fustang) – 5:21<br/>4. •&nbsp;&nbsp;&nbsp;&nbsp;;Digital download<br/>5. •&nbsp;&nbsp;&nbsp;&nbsp;""Sexy and I Know It"" (Audiobot Remix) – 5:55<br/>6. •&nbsp;&nbsp;&nbsp;&nbsp;""Sexy and I Know It"" (Mord Fustang) – 5:19<br/>7. •&nbsp;&nbsp;&nbsp;&nbsp;""Sexy and I Know It"" (Tomba and Borgore Remix) – 3:41<br/>8. •&nbsp;&nbsp;&nbsp;&nbsp;""Sexy and I Know It"" (LA Riots Remix) – 5:40<br/>9. •&nbsp;&nbsp;&nbsp;&nbsp;""Sexy and I Know It"" (DallasK Remix) – 5:42<br/>10. •&nbsp;&nbsp;&nbsp;&nbsp;""Sexy and I Know It"" (Fuego's Moombahton Remix) – 3:51<br/>11. •&nbsp;&nbsp;&nbsp;&nbsp;""Sexy and I Know It"" (MADEin82 Remix) – 6:01<br/>"
Some_Nights-Recording_and_production,14,"Category: Music<br/>Title: Some Nights<br/>Section: Recording and production<br/><br/>1. The most common creative process in the recording of ""Some Nights"" began with Ruess.<br/>2. Ruess would come in with lyrics and a melody, leading Andrew Dost and guitarist Jack Antonoff to build chord structure and instrumentation from there, or ""support that melody.""<br/>3. Dost noted that in recording, despite the composer's well-defined framework, the individuals' egos ""pretty much disappear"" and ""everybody is happy to work towards the best possible song"" cohesively together.<br/>4. The dynamic between Bhasker and the band in the studio was mutually inspired, as Bhasker had never worked with a rock band before and Fun had never worked with a hip-hop producer.<br/>5. Bhasker particularly enjoyed recording guitars with guitarist Jack Antonoff as he wasn't used to it, and Dost felt hearing Bhasker compose beats was ""mind-blowing.<br/>6. ""The emphasis for Ruess on ""Some Nights"" was to make the songs more cohesive, as he felt his writing was ""all over the place.""<br/>7. This meant creating songs that were concise instead of being ""long and drawn out.""<br/>8. Bhasker was a proponent of using a single instrument to provide the biggest sounds, desiring not to ""over-cram songs with ideas,"" declaring that everything that makes the song must be well-chosen.<br/>9. Janelle Monáe collaborated with the trio on ""We Are Young"" through a friendship with Bhasker.<br/>10. Bhasker was credited with bringing the band a bigger sound and an entirely new sonic translation to the band not present on their debut, ""Aim and Ignite"".The album creates a mix of indie pop, theatric rock, and hip-hop—a sound that is credited to Bhasker.<br/>11. ""Some Nights"" as a title floated around before any songs for the album were even created and was envisioned by Ruess.<br/>12. It was inspired by how personalities can change on any given night.<br/>13. Although the album isn't a concept album, the title changed the band's ideas for the album considerably, with Dost stating, ""It's really nice once you have a title to know what the parameters are of what you're working on as a whole.""<br/>14. <strike>The band completed production on the album in October 2011.</strike><br/>15. Ruess called the seven months spent recording the record the most rewarding of any in his ten years of professional music work, calling it his career highlight.<br/>"
Some_Nights-Track_listing,6,"Category: Music<br/>Title: Some Nights<br/>Section: Track listing<br/><br/>1. Deluxe edition:<br/>2. •&nbsp;&nbsp;&nbsp;&nbsp;""Out on the Town"" (4:21)<br/>3. •&nbsp;&nbsp;&nbsp;&nbsp;""We Are Young"" (featuring Janelle Monáe) (acoustic) (4:32)<br/>4. •&nbsp;&nbsp;&nbsp;&nbsp;""Carry On"" (acoustic) (4:08)<br/>5. •&nbsp;&nbsp;&nbsp;&nbsp;""Why Am I the One"" (acoustic) (4:22)<br/>6. •&nbsp;&nbsp;&nbsp;&nbsp;<strike>""We Are Young"" (featuring Janelle Monáe) (Alvin Risk Remix) (4:09)</strike><br/>"
Wide_Awake_(Katy_Perry_song)-Release_and_reception,12,"Category: Music<br/>Title: Wide Awake (Katy Perry song)<br/>Section: Release and reception<br/><br/>1. The video was supposed to have its world premiere on June 19, 2012.<br/>2. However, the video was unexpectedly uploaded by EMI to the Czech website mixer.cz.<br/>3. one day earlier.<br/>4. Due to this, it was announced that the June 19 premiere was being scrapped and that the release was pushed up to June 18, 2012 at 7:53 p.m.<br/>5. ET on MTV as part of """"MTV First: Katy Perry"""".<br/>6. After the premiere, an exclusive 30-minute interview with Perry will take place on MTV.com.<br/>7. The worldwide premiere will reach more than 600 million households around the world via MTV’s global network of more than 60 channels, as well as over 300 digital media properties in more than 150 territories.<br/>8. Fans around the world will also be able to stream the video online at http://katyperry.mtv.com.<br/>9. The music video will also be shown on MTV’s sibling networks VH1, Logo and Teen Nick and debut on MTV.com, VH1.com and LOGOtv.com.<br/>10. In addition, the video will go into rotation immediately on mtvU, MTV Hits and AMTV the following morning.<br/>11. Perry stated in an interview that the music video is symbolic of her life, where various scenes in the video are redolent of her rise to stardom, personal struggles, love and marriage.<br/>12. <strike>Perry received 3 nominations for this Video, which included Video of the Year in the 2012 MTV Video Music Awards.</strike><br/>13. She took home the ""moon man"" for Best Art Direction at the awards on September 6, 2012.The music video was met with acclaim from most critics, with a number of them deeming it the best video to date from Perry.<br/>14. E!<br/>15. Online opined in a Twitter status that they love the video and compared it to ""Alice In Wonderland"".<br/>16. ""Rolling Stone"" gave the clip a positive review, praising its introspective nature, saying that 'Though the clip recalls familiar looks, the video puts a new spin on it all, recasting every colorful look with a melancholy tone and a darker palette.'<br/>17. Hollywoodlife felt that the video is inspiring, while calling Perry a symbol of strength.<br/>18. ""Entertainment Weekly"" also credited the fantastical, whimsical vibe of the visual as Perry teams up with her younger self.A ""Behind the Scenes"" video was released on August 22, 2012 on MTV and Vevo.<br/>"
